title,summary,platformList,criticsScore,developers,genres,publishers,releaseDate,themes,gameMins,dlcs,backgroundImage,squareIcon,verticalCover
Sundered,"""Sundered is a horrifying fight for survival and sanity, a hand­drawn epic from the ​creators of ​Jotun. You play Eshe, a wanderer in a ruined world, trapped in ever­changing caverns teeming with eldritch horrors. Harness the power of corrupted relics to defeat gigantic bosses, at the cost of your humanity.""","['Humble Bundle', 'Steam']",79,['Thunder Lotus Games'],"['Adventure', 'Indie', 'Platform']",['Thunder Lotus Games'],2017-07-28,"['Action', 'Fantasy', 'Horror']",,,https://images.gog.com/66a0088ba4b13a79e07bb05d4536cf49ed5efcdee3b4f9be7bd706378e8d4a89_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/4d5f6326b6bc9b47295399ba983d6466be85ae298ab7ec871fca77b4a771746c_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/32c74124f5acf5ae685d7b351980bac9250830eb5b8ca06ab044194d4db3a76b_glx_vertical_cover.webp?namespace=gamesdb
Sunrider: Mask of Arcadius,"As Captain Kayto Shields, embark on a galactic voyage of heroism and survival. With his home world destroyed and his nation conquered, the inexperienced Captain Shields, and his newly minted vessel, the Sunrider, are left as the only hope against a galactic evil intent on subjugating all sentient life.",['GOG'],,['Sekai Project'],"['Adventure', 'Indie', 'Role-playing (RPG)', 'Strategy']",['Love in Space'],2014-07-02,"['Erotic', 'Science fiction']",,,https://images.gog.com/a0bc7e93a7ac4c99f102c36d90a1a0cda22736164bbf3031ead6267e93bf3b7d_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/adf1709f65b8f6261b8377be491e80bd52e862ba05537ee758440b4f9e936ead_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/adf1709f65b8f6261b8377be491e80bd52e862ba05537ee758440b4f9e936ead_glx_vertical_cover.webp?namespace=gamesdb
Super Daryl Deluxe,"Super Daryl Deluxe is a 2D action/comedy RPG with a focus on very customizable combat and absurdity.\n\nYou play as Daryl Whitelaw, a new student at Water Falls High School, a school that has been secretly taken over by a devious self-help author that plans to use the school as a front for an evil brainwashing scheme that will annihilate proper society as we know it.\n\nDaryl will struggle to climb the social ladder, save a contraband textbook business, and tutor a princess locked deep in the heart of the school. His exploits will send him through time and worlds unknown where history and fiction mingle and come to life.\n\nUtilize dozens of skills to create hundreds of unique four-skill combinations and blast your way through hordes of enemies and bosses, leveling and transforming your combat system as you play. You’ll be the most popular kid in school in no time, and you might even save the world.","['Humble Bundle', 'Steam']",68,['Dan & Gary Games'],"[""Hack and slash/Beat 'em up"", 'Indie', 'Role-playing (RPG)']",['Dan & Gary Games'],2018-04-10,"['Action', 'Comedy']",,,https://images.gog.com/dc0f5a81395899cf278718460fb05ecb0a2aa2a58cfafe533659a4204b04e2ce_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/2d996d81f79e31c960d2b5bb5cc14a4c0f84e1323b875c84931942f75f7913ce_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/2d996d81f79e31c960d2b5bb5cc14a4c0f84e1323b875c84931942f75f7913ce_glx_vertical_cover.webp?namespace=gamesdb
Super Meat Boy,Super Meat Boy is a tough as nails platformer where you play as an animated cube of meat who's trying to save his girlfriend (who happens to be made of bandages) from an evil fetus in a jar wearing a tux.,['Steam'],85,['Team Meat'],"['Adventure', 'Indie', 'Platform']","['BlitWorks', 'Team Meat']",2010-11-30,"['Action', 'Comedy']",192,,https://images.gog.com/f5c3d428238480af0f36aabb18d0e5353c865151e7de6856575750dac1690b04_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/88b4f9bbe009888b1c989935e288645cbd5da80b9659c9d775c846b0a8586562_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/baff8ed608bfbc86e590f3cef35ba3dd838a0e9ddaf4ffd2fa5b74076f9295f4_glx_vertical_cover.webp?namespace=gamesdb
Super Monday Night Combat,"Super Monday Night Combat is a free to play, strategic, multiplayer shooter… and the most popular lethal sport of the future! It blends intense tactical combat, a deep metagame, an ever-expanding roster of Pros, and an ever-growing amount of customizations. Why fight in bombed out cities or desert wastelands when you can have every kill streak judged by hilarious sportscasters and cheering, or jeering, fans",['Steam'],86,['Uber Entertainment'],"['Indie', 'Real Time Strategy (RTS)', 'Shooter', 'Sport', 'Strategy']",['Uber Entertainment'],2012-03-04,"['Action', 'Science fiction']",43,,https://images.gog.com/941732ee450617d2395723aab20ddc664e06fb1c956cbffcceb21d7a2e0ed4ce_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/b74ccc0ac58f132daa52d099df06b322d07d816c9450bb7e62a0ef3c1f985754_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/b74ccc0ac58f132daa52d099df06b322d07d816c9450bb7e62a0ef3c1f985754_glx_vertical_cover.webp?namespace=gamesdb
Superbrothers: Sword & Sworcery EP,"Traverse a mythic little realm, use a sword to do battle & evoke sworcery to solve mystical musical mysteries.",['Epic Games Store'],,"['Capybara Games', 'Superbrothers A/V Inc']","['Adventure', 'Indie', 'Point-and-click', 'Role-playing (RPG)']",['Capybara Games'],2011-03-24,"['Fantasy', 'Mystery']",,,https://images.gog.com/817910187c04efb1ede47de8fa112abe7a24f4253a906b35183b897d33304cb3_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/8f96ae7796848479df3d425ea22f65b71867d30e5f2219292451b5087284d00f_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/8f96ae7796848479df3d425ea22f65b71867d30e5f2219292451b5087284d00f_glx_vertical_cover.webp?namespace=gamesdb
Superhot VR,"SUPERHOT VR is a title reimagined and redesigned from the ground up for Oculus Rift and Touch hand tracking controllers. The fruit of over three years of close cooperation between the critically acclaimed SUPERHOT Team and Oculus, SUPERHOT VR brings the intensely visceral action of SUPERHOT directly into your head and soul.",['Steam'],82,['SUPERHOT Team'],"['Indie', 'Puzzle', 'Shooter']",['SUPERHOT Team'],2016-12-06,['Action'],261,,https://images.gog.com/4b9e7405be20c845d4859d514c79f4917ad504bb79db76b14afb02207a1f9d7d_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/98f4d0fb6c9b281732f94b36903ecaf6ea6ed414446c12ab91e1164321111ccd_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/98f4d0fb6c9b281732f94b36903ecaf6ea6ed414446c12ab91e1164321111ccd_glx_vertical_cover.webp?namespace=gamesdb
SUPERHOT,"SUPERHOT is the first person shooter where time moves only when you move.\n\nWith its mesmerising gameplay and unique, stylized graphics SUPERHOT aims to finally add something new and disruptive to the FPS genre.\n\nSee the bullets crawling towards you as you carefully plan your steps and aim your gun. Enjoy the mayhem that is unleashed as you put that plan into motion.",['Epic Games Store'],85,['SUPERHOT Team'],"['Indie', 'Puzzle', 'Shooter', 'Tactical']","['IMGN.PRO', 'SUPERHOT Team']",2016-02-25,"['Action', 'Survival']",,,https://images.gog.com/6df22e8226ec2d899c1009bb4c15efa383f2f00cc8e136fd39283572fdd51563_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/77f7cc72abca2a7c6dab78677dee2c7f4e01f4e8974ca8c108aaeeb982fb71a5_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/760ee4cdcd8812822c07b13b3dd2fca825682e0208adc401de08c20afe453b12_glx_vertical_cover.webp?namespace=gamesdb
Supraland,"Supraland is a First-Person Metroidvania Puzzle game. The main sources of inspiration are Zelda, Metroid and Portal. Supraland assumes that you are intelligent and lets you play independently. The story is minimal, gives you an overarching goal to pursue, and then sets you free.\n\n– Metroidvania –\nYou explore a large interconnected world in which most ways are at first unpassable until you find new abilities to overcome those obstacles. A cornerstone of Supraland’s design was to create abilities that are so versatile, they will keep on surprising you by how many different usages they have. If you combine your abilities, the possibilities become even bigger.\n\n– Exploration –\nMost of the game is about exploring the sandbox world to track down secrets. Often you will think you are about to get out of bounds and beat the level designer, but right there is a chest waiting for you with a very rewarding upgrade. Supraland respects your lifetime and doesn’t bloat the playtime with unlimited no-brainer collectibles.\n\n– Puzzle Design –\nThe deeper you get into the game the more you will be facing creative puzzles you’ve never seen anywhere before, encouraging you to stop and think about what abilities you have and how you can use them in yet another way. Puzzle types that I already knew from other games were immediately rejected in the design process. And it’s important to me that once you understand the idea behind a puzzle, you can pretty much immediately solve it instead of having to go through a cumbersome, frustrating execution.\n\n– Fighting –\nThe fighting mechanics are inspired by old-school, fast-paced shooter games like Unreal, Doom and Quake, encouraging high-speed strafing and jumping while throwing shot after shot at hordes of charging enemies without ever having to worry about weapons reloading.",['Humble Bundle'],80,['Supra Games UG'],"['Adventure', 'Indie', 'Platform', 'Puzzle']",['Supra Games UG'],2019-04-05,"['Action', 'Sandbox']",,,https://images.gog.com/1af8963b0b5b7d97dfaab6c9726d8d4d6ed8622e15996fd8dfd7ddfd6b2ac591_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/b2ef435d93b24feb8cfd7e5bf41cf74e0b426a3a9751be1413b90921705df913_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/7cc2a0f66a2cae4a6393e4ba0ac551ebd379e3a9fc9f075b6360d94fd822f3df_glx_vertical_cover.webp?namespace=gamesdb
Surgeon Simulator 2013,"Surgeon Simulator 2013 is a darkly humorous over-the-top operation sim game where players become Nigel Burke, a would-be surgeon taking life into his own shaky hands (one keyboard button for each finger), performing life-saving surgical maneuvers on a passive patient.",['Steam'],81,['Bossa Studios'],"['Indie', 'Role-playing (RPG)', 'Simulator']",['Bossa Studios'],2013-04-19,"['Action', 'Comedy']",111,,https://images.gog.com/dca814bfacb3db795ce4ee193e94ab917d27b1b4a0ae932bd432f3417fcf90e5_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/e4bdd9868d67ecdcba3371d0447e918af022c6600f02889fe6370f94bdcafcc9_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/e4bdd9868d67ecdcba3371d0447e918af022c6600f02889fe6370f94bdcafcc9_glx_vertical_cover.webp?namespace=gamesdb
Surviving Mars,"Surviving Mars is a sci-fi city builder all about colonizing Mars and surviving the process. Choose a space agency for resources and financial support before determining a location for your colony. Build domes and infrastructure, research new possibilities and utilize drones to unlock more elaborate ways to shape and expand your settlement. Cultivate your own food, mine minerals or just relax by the bar after a hard day’s work. Most important of all, though, is keeping your colonists alive. Not an easy task on a strange new planet.",['Humble Bundle'],74,['Haemimont Games'],"['Simulator', 'Strategy']",['Paradox Interactive'],2018-03-15,['Science fiction'],,,https://images.gog.com/a0612ce8c1e230da74219a54d173bb26af56cc1acf422458e7eb17599ca49085_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/34b3d2b751357ebfaef3576399ac8616387ecf70800c9b03a557d11b99595469_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/46a35f2a55474201b27aa7cbc7b3e6d16f9e9c54a9ce253caf052703749c7549_glx_vertical_cover.webp?namespace=gamesdb
Surviving Mars,"Surviving Mars is a sci-fi city builder all about colonizing Mars and surviving the process. Choose a space agency for resources and financial support before determining a location for your colony. Build domes and infrastructure, research new possibilities and utilize drones to unlock more elaborate ways to shape and expand your settlement. Cultivate your own food, mine minerals or just relax by the bar after a hard day’s work. Most important of all, though, is keeping your colonists alive. Not an easy task on a strange new planet.",['Steam'],74,['Haemimont Games'],"['Simulator', 'Strategy']",['Paradox Interactive'],2018-03-15,['Science fiction'],653,,https://images.gog.com/a0612ce8c1e230da74219a54d173bb26af56cc1acf422458e7eb17599ca49085_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/34b3d2b751357ebfaef3576399ac8616387ecf70800c9b03a557d11b99595469_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/46a35f2a55474201b27aa7cbc7b3e6d16f9e9c54a9ce253caf052703749c7549_glx_vertical_cover.webp?namespace=gamesdb
Sword Legacy Omen,Sword Legacy: Omen is a turn-based tactical game set in an altered version of Arthurian legend.,"['Humble Bundle', 'Steam']",80,,"['Adventure', 'Indie', 'Role-playing (RPG)', 'Strategy']",,2018-05-30,"['Action', 'Historical']",,,https://images.gog.com/524ce2c55594cc455651e68346f3e4c60db29bf1733c81fb4e016b720e8d253b_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/42a32456807d05be918116098436e220736fca35fd76e4fe37af1617e281dbf5_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/42a32456807d05be918116098436e220736fca35fd76e4fe37af1617e281dbf5_glx_vertical_cover.webp?namespace=gamesdb
Swords & Soldiers II: Shawarmageddon,"Side-scrolling strategy is back, baby! Swords & Soldiers II Shawaramageddon is real-time strategy without the clickety clickety, where you command the Vikings, Demons, and Persian armies. You can take on the campaign or face off against other players in online multiplayer and challenge your friends in custom battles!\n\nGather resources, send out armies, and support your forces with a wide arsenal of magical spells - all from a side-scrolling perspective. That doesn’t mean Swords & Soldiers II Shawarmageddon is easy to master: only the most cunning of Chiefs can lead their side to victory! Think you're beard enough? Prove it in online matchmaking!","['Humble Bundle', 'Steam']",,['Ronimo Games'],"['Indie', 'Real Time Strategy (RTS)', 'Strategy']",['Ronimo Games'],2018-11-06,"['Action', 'Fantasy']",,,https://images.gog.com/3583b7d888c292b6745a2f342e20eb3e2e7f70d6e5317cf170738164b85394a5_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/b5339d3a41de64059eb5bb5ab661a652d29f9cb0ca407ce3d34beb15be6c4543_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/b5339d3a41de64059eb5bb5ab661a652d29f9cb0ca407ce3d34beb15be6c4543_glx_vertical_cover.webp?namespace=gamesdb
Syberia II,Syberia II is a third person point and click adventure game that revolves around Kate Walker embarking on a desperate search for Hans Voralberg.,['Origin'],,['MC2-Microïds'],"['Adventure', 'Point-and-click', 'Puzzle']","['Mediaquest', 'Meridian4', 'The Adventure Company', 'XS Games']",2004-03-30,['Drama'],,,https://images.gog.com/a0bfd7c4724f4e7da5f541e93867dd8b7fad71524f8549277a9cce18144f18bb_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/c267cb0a08ca7935f74db3b820d14de12931b133299095cfd422b60606a243d4_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/c267cb0a08ca7935f74db3b820d14de12931b133299095cfd422b60606a243d4_glx_vertical_cover.webp?namespace=gamesdb
